text,participant_id,source_name,evidence_id,quote,timestamp,suggested_labels,gold_labels,review_status,review_comment
"Yes. Okay. So it's Yeah, I definitely think, if that's on a research grant, or an application, is that what I've got to do it? I don't always think that's the right spirit of doing, that's my personal take. I think this. I think if you're gonna foster open research culture, especially in qualitative research, that's a culture change. That's, yes, it can come about by a funder going “You have to do this”, but then that, I'm a bit more, you know, it's a bit more sort of regulatory, like I have to do it because otherwise, I'm not going to get from them. Whereas, if you, if there is a bigger open research culture is actually fostered, then there's going to be less resistance to it because that's what we should be doing anyway, so I'm fully, fully endorse that open research like culture anyway, so you've probably pushing on [an] open door with me in that respect. But I can see pockets. I can see the pockets of resistance, and I think for some people that will get them to do it, if it's Ii the grant or in the application, like have you thought about what you're going to do [with] your data? Beyond that, and can't really think of any, yeah, any other enabling factors? I mean. To me it kind of spreads like a network. So if you've got some, like, like a data champion or open research data champion network, and you've embedded those in the department, I mean that's one way that you can encourage that culture through best practice. Just, you know, remind people when you're in a research group meeting, or even doing that, we'll talk about it, and it's like, you know, it's like “Oh well, they're doing it”. That's the person I need to go to, and then that kind of fosters that openness of good practice. See that, that would be one way of enabling people to, or even just understand what it is. Yes. Yes. That's just keep that message going, you know, just especially in qualitative research, I think, okay, but I just feel - as a qualitative one - as an early career researcher, qualitative researcher - you feel the need to have to keep proving yourself a bit. And, you know, it's that, I do have that kind of feeling where I was. Well, there's like data science goes off, and maths and stuff, and I like, it's quite kind of, yeah, you know, looks like experiments all that kind of thing. But it's more trying to understand. It was interpret things, I just feel enough to keep justifying myself a bit more and really over-emphasizing how I got to the final guided, but yeah. Sure. So, I just and, [in] my particular sort of instance, I am quite keen on explaining to the participants exactly what I'm doing with the data flow now, because I'm in the [DEPARTMENT REDACTED], I guess I've got a little bit. Yeah, that's something that's quite important to me anyway but it is to show to the participants precisely what it is we do with it. Again it comes up, the transparency, so to supplement like participant information form and [consent] form. I've actually got is, I use a series of, like, not cartoons, but like pictures, step by step pictures. Really force where the data goes, what happens to it, like decision points and things like that. Just to make it really, really clear. So obviously, I don't know what other researchers do, but I spend probably disproportionate amount of time with my participants, explaining things early on, so later on there isn't those retrospective points where you have to then go back to them. I really want to do this with the data. By the way, I want to put it in here. I want to put it in this repository, it's, it's their start and then they're just reminded every time we contact them, and every, that I want to yeah, use their data for certain things and what's going to do so yeah. More time at the start of them, that's the biggest ethics thing I do and of course that gets written into the ethics applications as well.",P001,Interview -1.txt,P001_E015,"Yes. Yes. That's just keep that message going, you know, just especially in qualitative research, I think, okay, but I just feel - as a qualitative one - as an early career researcher, qualitative researcher - you feel the need to have to keep proving yourself a bit. And, you know, it's that, I do have that kind of feeling where I was. Well, there's like data science goes off, and maths and stuff, and I like, it's quite kind of, yeah, you know, looks like experiments all that kind of thing. But it's more trying to understand. It was interpret things, I just feel enough to keep justifying myself a bit more and really over-emphasizing how I got to the final guided, but yeah.",,response:positive;outcome:abandonment,,pending,
"Yes. Yes. That's just keep that message going, you know, just especially in qualitative research, I think, okay, but I just feel - as a qualitative one - as an early career researcher, qualitative researcher - you feel the need to have to keep proving yourself a bit. And, you know, it's that, I do have that kind of feeling where I was. Well, there's like data science goes off, and maths and stuff, and I like, it's quite kind of, yeah, you know, looks like experiments all that kind of thing. But it's more trying to understand. It was interpret things, I just feel enough to keep justifying myself a bit more and really over-emphasizing how I got to the final guided, but yeah. Sure. So, I just and, [in] my particular sort of instance, I am quite keen on explaining to the participants exactly what I'm doing with the data flow now, because I'm in the [DEPARTMENT REDACTED], I guess I've got a little bit. Yeah, that's something that's quite important to me anyway but it is to show to the participants precisely what it is we do with it. Again it comes up, the transparency, so to supplement like participant information form and [consent] form. I've actually got is, I use a series of, like, not cartoons, but like pictures, step by step pictures. Really force where the data goes, what happens to it, like decision points and things like that. Just to make it really, really clear. So obviously, I don't know what other researchers do, but I spend probably disproportionate amount of time with my participants, explaining things early on, so later on there isn't those retrospective points where you have to then go back to them. I really want to do this with the data. By the way, I want to put it in here. I want to put it in this repository, it's, it's their start and then they're just reminded every time we contact them, and every, that I want to yeah, use their data for certain things and what's going to do so yeah. More time at the start of them, that's the biggest ethics thing I do and of course that gets written into the ethics applications as well. …of data security, as well as the safety of the participants and that kind of thing. Which is, it says…",P001,Interview -1.txt,P001_E016,"Sure. So, I just and, [in] my particular sort of instance, I am quite keen on explaining to the participants exactly what I'm doing with the data flow now, because I'm in the [DEPARTMENT REDACTED], I guess I've got a little bit. Yeah, that's something that's quite important to me anyway but it is to show to the participants precisely what it is we do with it. Again it comes up, the transparency, so to supplement like participant information form and [consent] form. I've actually got is, I use a series of, like, not cartoons, but like pictures, step by step pictures. Really force where the data goes, what happens to it, like decision points and things like that. Just to make it really, really clear. So obviously, I don't know what other researchers do, but I spend probably disproportionate amount of time with my participants, explaining things early on, so later on there isn't those retrospective points where you have to then go back to them. I really want to do this with the data. By the way, I want to put it in here. I want to put it in this repository, it's, it's their start and then they're just reminded every time we contact them, and every, that I want to yeah, use their data for certain things and what's going to do so yeah. More time at the start of them, that's the biggest ethics thing I do and of course that gets written into the ethics applications as well.",,response:positive;outcome:abandonment,,pending,
"Sure. So, I just and, [in] my particular sort of instance, I am quite keen on explaining to the participants exactly what I'm doing with the data flow now, because I'm in the [DEPARTMENT REDACTED], I guess I've got a little bit. Yeah, that's something that's quite important to me anyway but it is to show to the participants precisely what it is we do with it. Again it comes up, the transparency, so to supplement like participant information form and [consent] form. I've actually got is, I use a series of, like, not cartoons, but like pictures, step by step pictures. Really force where the data goes, what happens to it, like decision points and things like that. Just to make it really, really clear. So obviously, I don't know what other researchers do, but I spend probably disproportionate amount of time with my participants, explaining things early on, so later on there isn't those retrospective points where you have to then go back to them. I really want to do this with the data. By the way, I want to put it in here. I want to put it in this repository, it's, it's their start and then they're just reminded every time we contact them, and every, that I want to yeah, use their data for certain things and what's going to do so yeah. More time at the start of them, that's the biggest ethics thing I do and of course that gets written into the ethics applications as well. …of data security, as well as the safety of the participants and that kind of thing. Which is, it says… …yeah, a lot of planning up from, which is fine because then you get, I find I think that also helps fostering a good relationship with the participants as well. So you get, they get a good experience and research experiences at work, and then you've just got better cooperation to do things with, because everything's, everything, everything's, so you just try and make that as easy as possible, really? I try to.",P001,Interview -1.txt,P001_E017,"…of data security, as well as the safety of the participants and that kind of thing. Which is, it says…",,domain:discoverability;issue:discoverability;response:positive;outcome:abandonment,,pending,
"…of data security, as well as the safety of the participants and that kind of thing. Which is, it says… …yeah, a lot of planning up from, which is fine because then you get, I find I think that also helps fostering a good relationship with the participants as well. So you get, they get a good experience and research experiences at work, and then you've just got better cooperation to do things with, because everything's, everything, everything's, so you just try and make that as easy as possible, really? I try to. Thanks. I, I give them, like, a menu as well. Like, I give them some three options and it's quite clear like total amount. Anonymity, you know, it's completely up to them how they want it done, then I give them the completely open option, and I explained that, and then what I tend to find happens is they meet in the middle, so I call it tailored. So you've got closed open, and then a constructive discussion with the participant - and what they would be happy with. So then you, then I record that as well, and I've got a record of that. That's all ‘Participant. D doesn't want that. Participant A is happy for everything to be completely’, so you know who you're working with and what? Yeah, I do that as well.",P001,Interview -1.txt,P001_E018,"…yeah, a lot of planning up from, which is fine because then you get, I find I think that also helps fostering a good relationship with the participants as well. So you get, they get a good experience and research experiences at work, and then you've just got better cooperation to do things with, because everything's, everything, everything's, so you just try and make that as easy as possible, really? I try to.",,domain:discoverability;issue:discoverability;domain:navigation;issue:navigation;domain:workflow;response:positive;response:satisfaction;outcome:abandonment,,pending,
"…yeah, a lot of planning up from, which is fine because then you get, I find I think that also helps fostering a good relationship with the participants as well. So you get, they get a good experience and research experiences at work, and then you've just got better cooperation to do things with, because everything's, everything, everything's, so you just try and make that as easy as possible, really? I try to. Thanks. I, I give them, like, a menu as well. Like, I give them some three options and it's quite clear like total amount. Anonymity, you know, it's completely up to them how they want it done, then I give them the completely open option, and I explained that, and then what I tend to find happens is they meet in the middle, so I call it tailored. So you've got closed open, and then a constructive discussion with the participant - and what they would be happy with. So then you, then I record that as well, and I've got a record of that. That's all ‘Participant. D doesn't want that. Participant A is happy for everything to be completely’, so you know who you're working with and what? Yeah, I do that as well. Then, because I use them in my thesis, they're in the they're in my thesis. So got my thesis link, they're in appendix like. One, two, something like that. So they, they're there to save. I haven't really made your way beyond that, really, but if it's, if it's seen as, like, good practice and, we'll help make data a lot more open in qualitative Work, then yeah, happy to share that.",P001,Interview -1.txt,P001_E019,"Thanks. I, I give them, like, a menu as well. Like, I give them some three options and it's quite clear like total amount. Anonymity, you know, it's completely up to them how they want it done, then I give them the completely open option, and I explained that, and then what I tend to find happens is they meet in the middle, so I call it tailored. So you've got closed open, and then a constructive discussion with the participant - and what they would be happy with. So then you, then I record that as well, and I've got a record of that. That's all ‘Participant. D doesn't want that. Participant A is happy for everything to be completely’, so you know who you're working with and what? Yeah, I do that as well.",,domain:discoverability;issue:discoverability;domain:navigation;issue:navigation;domain:workflow;response:positive;response:satisfaction;outcome:abandonment,,pending,
"Thanks. I, I give them, like, a menu as well. Like, I give them some three options and it's quite clear like total amount. Anonymity, you know, it's completely up to them how they want it done, then I give them the completely open option, and I explained that, and then what I tend to find happens is they meet in the middle, so I call it tailored. So you've got closed open, and then a constructive discussion with the participant - and what they would be happy with. So then you, then I record that as well, and I've got a record of that. That's all ‘Participant. D doesn't want that. Participant A is happy for everything to be completely’, so you know who you're working with and what? Yeah, I do that as well. Then, because I use them in my thesis, they're in the they're in my thesis. So got my thesis link, they're in appendix like. One, two, something like that. So they, they're there to save. I haven't really made your way beyond that, really, but if it's, if it's seen as, like, good practice and, we'll help make data a lot more open in qualitative Work, then yeah, happy to share that. I think I, probably because I've sort of worked for about, but before I did my PhD here to work careers, I was like information management. So I did a lot of work around, as it was data protection and now GDPR. So, I come to research having that knowledge of how data protection works, and what you can do, and how you can collect things. So, [I] haven't written FAIR polices and privacy, notices, and things like that. I just, I just put that into my research ethics of how to leave, how to ethically sort of get data in that way. So yeah, I can see the attraction on closing it, although. Yeah. Yeah, it depends what again, also depends on your topic. So if, you, highly sensitive, then you wouldn't want their data, right? But in that case, I would seek, I would try and seek some kind of alternative of working from the position of closed. I work from [a] position of everything's open then kind of get negotiated down because it's not in my gift to tell the participant “this should be open”. That's up to them. But if you start from the position of closed, you can't really move. So that, they'll just go or close it. Yeah. I'm trying, I think I think it's entirely compatible. But because, so situational analysis space, yeah, it's based on sort of [THEORIST REDACTED], so it's poststructural anyway, and then the extra stuff that I do is like new materialism as well, so it's all very much, it's all a bit messy, anyway. But I just, I sort of taking, so I, I use [APPOACH REDACTED] so, everything's kind of, bits of entities and that kind of thing, is how everything fits and relates together. So, it's, to me, is that - if you push that data open, somebody else can join in, you know, take those bits of data that you've collected, and they can then move that into a different direction, and create something else. So it's that idea of reuse. Using that data. So for me, that entirely fits my research philosophy, that I believe really, and so it's kind of more the barrier - and just keep building on it and that kind of thing. So I'm very much into relational complexities of things and how everything fits. Although my research is quite small picture, it just tries to develop into a bigger picture, a bigger picture, a bigger picture. So the more people that are coming in later can add to that, kind of thing. Yeah. It's quite nice. It's quite nice, open, flexible, really. So that's",P001,Interview -1.txt,P001_E020,"Then, because I use them in my thesis, they're in the they're in my thesis. So got my thesis link, they're in appendix like. One, two, something like that. So they, they're there to save. I haven't really made your way beyond that, really, but if it's, if it's seen as, like, good practice and, we'll help make data a lot more open in qualitative Work, then yeah, happy to share that.",,domain:discoverability;issue:discoverability;domain:navigation;issue:navigation;domain:workflow;response:positive;response:satisfaction;outcome:abandonment,,pending,
"Then, because I use them in my thesis, they're in the they're in my thesis. So got my thesis link, they're in appendix like. One, two, something like that. So they, they're there to save. I haven't really made your way beyond that, really, but if it's, if it's seen as, like, good practice and, we'll help make data a lot more open in qualitative Work, then yeah, happy to share that. I think I, probably because I've sort of worked for about, but before I did my PhD here to work careers, I was like information management. So I did a lot of work around, as it was data protection and now GDPR. So, I come to research having that knowledge of how data protection works, and what you can do, and how you can collect things. So, [I] haven't written FAIR polices and privacy, notices, and things like that. I just, I just put that into my research ethics of how to leave, how to ethically sort of get data in that way. So yeah, I can see the attraction on closing it, although. Yeah. Yeah, it depends what again, also depends on your topic. So if, you, highly sensitive, then you wouldn't want their data, right? But in that case, I would seek, I would try and seek some kind of alternative of working from the position of closed. I work from [a] position of everything's open then kind of get negotiated down because it's not in my gift to tell the participant “this should be open”. That's up to them. But if you start from the position of closed, you can't really move. So that, they'll just go or close it. Yeah. I'm trying, I think I think it's entirely compatible. But because, so situational analysis space, yeah, it's based on sort of [THEORIST REDACTED], so it's poststructural anyway, and then the extra stuff that I do is like new materialism as well, so it's all very much, it's all a bit messy, anyway. But I just, I sort of taking, so I, I use [APPOACH REDACTED] so, everything's kind of, bits of entities and that kind of thing, is how everything fits and relates together. So, it's, to me, is that - if you push that data open, somebody else can join in, you know, take those bits of data that you've collected, and they can then move that into a different direction, and create something else. So it's that idea of reuse. Using that data. So for me, that entirely fits my research philosophy, that I believe really, and so it's kind of more the barrier - and just keep building on it and that kind of thing. So I'm very much into relational complexities of things and how everything fits. Although my research is quite small picture, it just tries to develop into a bigger picture, a bigger picture, a bigger picture. So the more people that are coming in later can add to that, kind of thing. Yeah. It's quite nice. It's quite nice, open, flexible, really. So that's …Yeah, there's no, there's no one way of seeing.",P001,Interview -1.txt,P001_E021,"I think I, probably because I've sort of worked for about, but before I did my PhD here to work careers, I was like information management. So I did a lot of work around, as it was data protection and now GDPR. So, I come to research having that knowledge of how data protection works, and what you can do, and how you can collect things. So, [I] haven't written FAIR polices and privacy, notices, and things like that. I just, I just put that into my research ethics of how to leave, how to ethically sort of get data in that way. So yeah, I can see the attraction on closing it, although. Yeah. Yeah, it depends what again, also depends on your topic. So if, you, highly sensitive, then you wouldn't want their data, right? But in that case, I would seek, I would try and seek some kind of alternative of working from the position of closed. I work from [a] position of everything's open then kind of get negotiated down because it's not in my gift to tell the participant “this should be open”. That's up to them. But if you start from the position of closed, you can't really move. So that, they'll just go or close it. Yeah. I'm trying, I think I think it's entirely compatible. But because, so situational analysis space, yeah, it's based on sort of [THEORIST REDACTED], so it's poststructural anyway, and then the extra stuff that I do is like new materialism as well, so it's all very much, it's all a bit messy, anyway. But I just, I sort of taking, so I, I use [APPOACH REDACTED] so, everything's kind of, bits of entities and that kind of thing, is how everything fits and relates together. So, it's, to me, is that - if you push that data open, somebody else can join in, you know, take those bits of data that you've collected, and they can then move that into a different direction, and create something else. So it's that idea of reuse. Using that data. So for me, that entirely fits my research philosophy, that I believe really, and so it's kind of more the barrier - and just keep building on it and that kind of thing. So I'm very much into relational complexities of things and how everything fits. Although my research is quite small picture, it just tries to develop into a bigger picture, a bigger picture, a bigger picture. So the more people that are coming in later can add to that, kind of thing. Yeah. It's quite nice. It's quite nice, open, flexible, really. So that's",,response:neutral;response:satisfaction;outcome:abandonment,,pending,
"I think I, probably because I've sort of worked for about, but before I did my PhD here to work careers, I was like information management. So I did a lot of work around, as it was data protection and now GDPR. So, I come to research having that knowledge of how data protection works, and what you can do, and how you can collect things. So, [I] haven't written FAIR polices and privacy, notices, and things like that. I just, I just put that into my research ethics of how to leave, how to ethically sort of get data in that way. So yeah, I can see the attraction on closing it, although. Yeah. Yeah, it depends what again, also depends on your topic. So if, you, highly sensitive, then you wouldn't want their data, right? But in that case, I would seek, I would try and seek some kind of alternative of working from the position of closed. I work from [a] position of everything's open then kind of get negotiated down because it's not in my gift to tell the participant “this should be open”. That's up to them. But if you start from the position of closed, you can't really move. So that, they'll just go or close it. Yeah. I'm trying, I think I think it's entirely compatible. But because, so situational analysis space, yeah, it's based on sort of [THEORIST REDACTED], so it's poststructural anyway, and then the extra stuff that I do is like new materialism as well, so it's all very much, it's all a bit messy, anyway. But I just, I sort of taking, so I, I use [APPOACH REDACTED] so, everything's kind of, bits of entities and that kind of thing, is how everything fits and relates together. So, it's, to me, is that - if you push that data open, somebody else can join in, you know, take those bits of data that you've collected, and they can then move that into a different direction, and create something else. So it's that idea of reuse. Using that data. So for me, that entirely fits my research philosophy, that I believe really, and so it's kind of more the barrier - and just keep building on it and that kind of thing. So I'm very much into relational complexities of things and how everything fits. Although my research is quite small picture, it just tries to develop into a bigger picture, a bigger picture, a bigger picture. So the more people that are coming in later can add to that, kind of thing. Yeah. It's quite nice. It's quite nice, open, flexible, really. So that's …Yeah, there's no, there's no one way of seeing. …so, depending upon the participants, and highly likely, yes.",P001,Interview -1.txt,P001_E022,"…Yeah, there's no, there's no one way of seeing.",,response:neutral;outcome:abandonment,,pending,
"…Yeah, there's no, there's no one way of seeing. …so, depending upon the participants, and highly likely, yes. Yeah, participant, legal constraints really? Money.",P001,Interview -1.txt,P001_E023,"…so, depending upon the participants, and highly likely, yes.",,response:neutral,,pending,
"…so, depending upon the participants, and highly likely, yes. Yeah, participant, legal constraints really? Money. So, there are three things, I think that would limit that activity. But the intent for me as a researcher, certainly that, yeah.",P001,Interview -1.txt,P001_E024,"Yeah, participant, legal constraints really? Money.",,response:neutral,,pending,
"Yeah, participant, legal constraints really? Money. So, there are three things, I think that would limit that activity. But the intent for me as a researcher, certainly that, yeah. Absolutely, if I hold it. Yeah. Obviously, it depends what I'm doing and that kind of thing. And I would caveat that as well, with, so like the trust in the repository as well. So, in the repository that I'm actually set from, so for example, I'll be a lot less likely to use something like Internet Archive, if you put data all there, if it's just before this UKDA, or institutional repository of data sets, that, yes certainly, yeah…",P001,Interview -1.txt,P001_E025,"So, there are three things, I think that would limit that activity. But the intent for me as a researcher, certainly that, yeah.",,response:neutral,,pending,
"So, there are three things, I think that would limit that activity. But the intent for me as a researcher, certainly that, yeah. Absolutely, if I hold it. Yeah. Obviously, it depends what I'm doing and that kind of thing. And I would caveat that as well, with, so like the trust in the repository as well. So, in the repository that I'm actually set from, so for example, I'll be a lot less likely to use something like Internet Archive, if you put data all there, if it's just before this UKDA, or institutional repository of data sets, that, yes certainly, yeah… …so there's that data quality issue there I think. But yeah…",P001,Interview -1.txt,P001_E026,"Absolutely, if I hold it. Yeah. Obviously, it depends what I'm doing and that kind of thing. And I would caveat that as well, with, so like the trust in the repository as well. So, in the repository that I'm actually set from, so for example, I'll be a lot less likely to use something like Internet Archive, if you put data all there, if it's just before this UKDA, or institutional repository of data sets, that, yes certainly, yeah…",,response:neutral,,pending,
"Absolutely, if I hold it. Yeah. Obviously, it depends what I'm doing and that kind of thing. And I would caveat that as well, with, so like the trust in the repository as well. So, in the repository that I'm actually set from, so for example, I'll be a lot less likely to use something like Internet Archive, if you put data all there, if it's just before this UKDA, or institutional repository of data sets, that, yes certainly, yeah… …so there's that data quality issue there I think. But yeah… …definitely. More than happy to use it.",P001,Interview -1.txt,P001_E027,…so there's that data quality issue there I think. But yeah…,,response:neutral;response:satisfaction,,pending,
"…so there's that data quality issue there I think. But yeah… …definitely. More than happy to use it. Yeah, as I was, I'm aware the [research support] they do, what they provide enough, I've been in touch with other than that, kind of guidance. So I know they have their own guidance on Web pages and things but I just like to get in touch with the actual people, and beyond that there is the UK data archive, for a lot of guidance on what to do. So I spent quite a bit of time in there, just understanding what I can do within limits, that kind of thing. I know they're not entirely open, because you need a password to start. To me, that gives the data a bit of reassurance that not everybody's looking at it. It's kind of being used in that, so, it's [a] bit of attention, really, because, like stuff just being open. but, as a resource, where you've got that piece of mind that your date is going there, and will be, you know, all the relevant descriptive, metadata will go on there and that at least can be found. I'm thinking more about my audio-visual stuff at the moment. What participant hasn't asked to be masked as it were? And there's stuff like transcripts, and that - that can just go straight out in the ether or wherever.",P001,Interview -1.txt,P001_E028,…definitely. More than happy to use it.,,domain:discoverability;response:neutral;response:satisfaction;outcome:abandonment,,pending,
"…definitely. More than happy to use it. Yeah, as I was, I'm aware the [research support] they do, what they provide enough, I've been in touch with other than that, kind of guidance. So I know they have their own guidance on Web pages and things but I just like to get in touch with the actual people, and beyond that there is the UK data archive, for a lot of guidance on what to do. So I spent quite a bit of time in there, just understanding what I can do within limits, that kind of thing. I know they're not entirely open, because you need a password to start. To me, that gives the data a bit of reassurance that not everybody's looking at it. It's kind of being used in that, so, it's [a] bit of attention, really, because, like stuff just being open. but, as a resource, where you've got that piece of mind that your date is going there, and will be, you know, all the relevant descriptive, metadata will go on there and that at least can be found. I'm thinking more about my audio-visual stuff at the moment. What participant hasn't asked to be masked as it were? And there's stuff like transcripts, and that - that can just go straight out in the ether or wherever. Let me see. I guess what would be quite nice is a sort of note, just kind of like a set of guidelines and I steps to follow, who to talk to. I'll come back to the old age of money as well. Where funding is available for that kind of - specially for audio-visual - it's quite a little bit more complex and, but I think the resources are out there to do it. But I do think it comes back to awareness, and that kind of thing, so, because I've always been quite interested in the idea of reproducibility and qualitative data. Which yeah, I'm not convinced you can with interpretive paradigms? But at least if you get the stuff out there, that's transparent, and raise awareness of doing something. Then that would definitely foster open research, I think, to use open data to deposit?",P001,Interview -1.txt,P001_E029,"Yeah, as I was, I'm aware the [research support] they do, what they provide enough, I've been in touch with other than that, kind of guidance. So I know they have their own guidance on Web pages and things but I just like to get in touch with the actual people, and beyond that there is the UK data archive, for a lot of guidance on what to do. So I spent quite a bit of time in there, just understanding what I can do within limits, that kind of thing. I know they're not entirely open, because you need a password to start. To me, that gives the data a bit of reassurance that not everybody's looking at it. It's kind of being used in that, so, it's [a] bit of attention, really, because, like stuff just being open. but, as a resource, where you've got that piece of mind that your date is going there, and will be, you know, all the relevant descriptive, metadata will go on there and that at least can be found. I'm thinking more about my audio-visual stuff at the moment. What participant hasn't asked to be masked as it were? And there's stuff like transcripts, and that - that can just go straight out in the ether or wherever.",,domain:discoverability;domain:workflow;issue:workflow;response:neutral;response:satisfaction;outcome:abandonment,,pending,
"Yeah, as I was, I'm aware the [research support] they do, what they provide enough, I've been in touch with other than that, kind of guidance. So I know they have their own guidance on Web pages and things but I just like to get in touch with the actual people, and beyond that there is the UK data archive, for a lot of guidance on what to do. So I spent quite a bit of time in there, just understanding what I can do within limits, that kind of thing. I know they're not entirely open, because you need a password to start. To me, that gives the data a bit of reassurance that not everybody's looking at it. It's kind of being used in that, so, it's [a] bit of attention, really, because, like stuff just being open. but, as a resource, where you've got that piece of mind that your date is going there, and will be, you know, all the relevant descriptive, metadata will go on there and that at least can be found. I'm thinking more about my audio-visual stuff at the moment. What participant hasn't asked to be masked as it were? And there's stuff like transcripts, and that - that can just go straight out in the ether or wherever. Let me see. I guess what would be quite nice is a sort of note, just kind of like a set of guidelines and I steps to follow, who to talk to. I'll come back to the old age of money as well. Where funding is available for that kind of - specially for audio-visual - it's quite a little bit more complex and, but I think the resources are out there to do it. But I do think it comes back to awareness, and that kind of thing, so, because I've always been quite interested in the idea of reproducibility and qualitative data. Which yeah, I'm not convinced you can with interpretive paradigms? But at least if you get the stuff out there, that's transparent, and raise awareness of doing something. Then that would definitely foster open research, I think, to use open data to deposit? Yeah.",P001,Interview -1.txt,P001_E030,"Let me see. I guess what would be quite nice is a sort of note, just kind of like a set of guidelines and I steps to follow, who to talk to. I'll come back to the old age of money as well. Where funding is available for that kind of - specially for audio-visual - it's quite a little bit more complex and, but I think the resources are out there to do it. But I do think it comes back to awareness, and that kind of thing, so, because I've always been quite interested in the idea of reproducibility and qualitative data. Which yeah, I'm not convinced you can with interpretive paradigms? But at least if you get the stuff out there, that's transparent, and raise awareness of doing something. Then that would definitely foster open research, I think, to use open data to deposit?",,domain:discoverability;domain:workflow;issue:workflow;response:neutral;outcome:abandonment,,pending,
"Let me see. I guess what would be quite nice is a sort of note, just kind of like a set of guidelines and I steps to follow, who to talk to. I'll come back to the old age of money as well. Where funding is available for that kind of - specially for audio-visual - it's quite a little bit more complex and, but I think the resources are out there to do it. But I do think it comes back to awareness, and that kind of thing, so, because I've always been quite interested in the idea of reproducibility and qualitative data. Which yeah, I'm not convinced you can with interpretive paradigms? But at least if you get the stuff out there, that's transparent, and raise awareness of doing something. Then that would definitely foster open research, I think, to use open data to deposit? Yeah. …and not that, that hangs around the data, the DMP, the data management plan, so that's come from the conception of the project. and I'm already thinking, what? Oh yeah, they're going to DMP. I like, what file form, that's where that's gonna go, that's gonna end up. That part for me, is part of the digital reservation planning, as well, of, if I want these datasets to last forever, then I need to make sure that the right deposit is attractive enough to keep people going. And so for me, it's all at the start of the project. It's not, it's not [a] retrospective thing, it's [at the] start. And that sets in train everything else thereafter, every process of workflow. managing data at those data points. Yes. But I suppose I use FAIR principles about, well, just generally curating my data throughout its life-cycle with that particular emphasis on open access provision of research access provision.",P001,Interview -1.txt,P001_E031,Yeah.,,domain:workflow;issue:workflow;response:neutral;outcome:abandonment,,pending,
"Yeah. …and not that, that hangs around the data, the DMP, the data management plan, so that's come from the conception of the project. and I'm already thinking, what? Oh yeah, they're going to DMP. I like, what file form, that's where that's gonna go, that's gonna end up. That part for me, is part of the digital reservation planning, as well, of, if I want these datasets to last forever, then I need to make sure that the right deposit is attractive enough to keep people going. And so for me, it's all at the start of the project. It's not, it's not [a] retrospective thing, it's [at the] start. And that sets in train everything else thereafter, every process of workflow. managing data at those data points. Yes. But I suppose I use FAIR principles about, well, just generally curating my data throughout its life-cycle with that particular emphasis on open access provision of research access provision. Because I have done it, I actually don't know. No, but again, I'd go, my first point of call would be [the] university library. I check on the website and then change and make an inquiry as [to] how to do it, because I like to do things, like, properly. And I don't just “Oh here, some data sets are great. Let's go”. It's, I want to make sure that I'm using them. you know, in the, in the right way, ethically, before I use them in any way. And obviously I'd have to, I mean I know part of the workflow would be approved, get the secondary data analysis approved on the ethics system here. But clearly, I need to know what dataset [I’m] working with first before I can fill in that. But that would come back to project planning of why I would need to look at qualitative data, open qualitative data, secondary data in the first place. so, I think, yeah, it would be just like Oh there's some datasets. Let's do some nice copy. Right. So yeah, it comes in, comes back to the answer to my last question, really. It's all about why data [in] the first place? But certainly, I think, that's, I mean, that's something that the DMP gets you to do as well is actually research data sets to say, so ESRC will say “Have a check for any datasets are existing on this research, because you might be saving some time, and we might, you know, might save some money as well”. So that would be a driver. But again, like, I've just submitted [an] application, as I, there was one dataset from 1976 that seems to be on the system, and it was interviews, and they would just really suck. Basically so, I've done like, a data review literature search sort of thing. But as a data. Yeah, I don’t go beyond that. No, I don't.",P001,Interview -1.txt,P001_E032,"…and not that, that hangs around the data, the DMP, the data management plan, so that's come from the conception of the project. and I'm already thinking, what? Oh yeah, they're going to DMP. I like, what file form, that's where that's gonna go, that's gonna end up. That part for me, is part of the digital reservation planning, as well, of, if I want these datasets to last forever, then I need to make sure that the right deposit is attractive enough to keep people going. And so for me, it's all at the start of the project. It's not, it's not [a] retrospective thing, it's [at the] start. And that sets in train everything else thereafter, every process of workflow. managing data at those data points. Yes. But I suppose I use FAIR principles about, well, just generally curating my data throughout its life-cycle with that particular emphasis on open access provision of research access provision.",,domain:workflow;issue:workflow;response:neutral;response:satisfaction;outcome:repeat_attempt,,pending,
