branch_id,thread_id,publication_year,branch_status,branch_type,split,text,topic_labels,sentiment,severity,pain_keywords,feature_keywords,gain_keywords,insight_summary,user_expectations
1011759631,4479534060,2015,Unsolved,question,train,"Hello everyone, I've been using the new webserver on the latest [product_name] recently. It works perfectly on my home network, but I'm unsure how to monitor the [product_name] from the internet. Any advice?

To enable remote access to your [product_name], you first need to open the correct port on your firewall or router so incoming internet connections can reach your internal network. By default, routers and firewalls block these connections. If you are on a corporate network, your IT team should handle this. The following steps assume a home network setup: Web browsers usually use port 80, but you can configure your firewall or router to map any external port to the internal port that your [product_name] is set up to receive requests from. For multiple [product_name] devices, assign unique port numbers so the router can direct the requests correctly. In practice, connect using the router's IP address, not the [product_name]'s internal IP. The documentation claims port 8080 is the one [product_name] listens on, but in my experience, opening port 80 internally was required. Not sure why [company_name] specifies 8080; perhaps someone else can explain. You'll either need a fixed IP from your ISP, or use a dynamic DNS (DDNS) service because your router's external IP can change. DDNS gives you a constant domain name, like [url], which you use to access the network. Set fixed IP addresses for each [product_name] device so your router forwards requests properly. After these steps, remote monitoring should work; I'm able to monitor mine over the internet at remote locations. In some cases, I have connected devices wirelessly when Ethernet cabling is not practical. If you're not on a home network, your IT department is the appropriate contact for these changes. Hope this is useful.",Documentation Clarity || Network Configuration Challenges,neutral,4,documentation inconsistency || port configuration || networking difficulty || unclear setup,web server || port forwarding || remote access || IP configuration,remote monitoring || reliable internet access || easy configuration,"The user wants to monitor a [product_name] controller using its web server, which works on their home network but presents challenges for internet-based access. Key usability issues involve configuring network settings such as port forwarding and firewall rules, handling dynamic IP addresses, and dealing with unclear or inconsistent documentation from [company_name] regarding port requirements. This points to user confusion about secure and reliable remote web access for [product_name].","Users expect clear, consistent instructions and documentation from [company_name] for straightforward and reliable remote web access to [product_name] over the internet."
1012309827,1723880927,2021,Unsolved,question,train,"My network project is progressing well as I planned. I'm using [product_name] V16 software and [product_name] V8.3.0. I now have an HMI panel. I believe my VM mapping is correct and want to display the results of Controle (IP 192.168.0.63) on my HMI. The HMI layout is in testing, and adjustments are still needed. When I try to compile, I receive errors that I don't understand since I'm not experienced in this field. Loading the program gives me a message: 'Components with a different version are installed on the target device.' Suggestions haven't resolved the issue. I feel I've overlooked something, but I can't identify it. Attached is my network project and my HMI concept. Tutorials online haven't been very helpful. What am I missing? Each [product_name] module is in a different location.

This is my concept for the HMI panel.

You only included the .ap16 file in your archive, which is not sufficient. You need to ZIP the entire [product_name] project folder.

It's better to use the 'archive' function in [product_name]. Go to Project > Archive, which creates a compressed file with the .zap16 extension.

Hello. This appears to be an HMI-related issue. Please upload screenshots of the error messages and specify when they occur, as this will help others assist you. My guess is the configured device in your project is not the same as your actual HMI panel. It’s possible you’re using a project built in [product_name] V16 while your device is still on V15. Usually, you can choose to upgrade the program or keep it at the current version. A screenshot would clarify the situation. Good luck.

@[user_name]: That's a good idea, thank you. To add: The forum doesn't allow posting ZAP files directly. Please ZIP the ZAP file before uploading.

I'll do my best and will share it here once I locate it. Thanks for the support.

Let's hope for a positive outcome.

Here’s the information I found in the settings: Device: HMI panel, Image version: 15.01.00.00_24.01, Bootloader version: 02.16, Bootloader release date: 2017.09.05, PN X1: E0-DC-A0-E5-21-26.

So if I'm trying to resolve this, it seems there is a software compatibility issue between [product_name] V16 and the HMI panel. The forum is large, and I can't immediately locate an upgrade or solution for the HMI. Is there an upgrade available, or am I searching too extensively? I’ve spent about a month and a half on this, and it's becoming discouraging. I hope not to regret my investment.

The main problem is the version difference between the panel's operating system and your project. Your HMI has Image version 15.1.0.0, and your [product_name] project has Image version 16.0.0.0. You have two options: 1) Swap the image version in [product_name] (see attached video), or 2) Update the operating system of your panel (refer to [url]). There are also issues in your tag table: you’ve defined variables from the [product_name] module as 'Word', but the correct data type is 'Int'. 'Word' refers to the data width (two bytes/16 bits), but for analog values, 'Int' is used (-32,768 to 32,767). In [product_name], a word is unsigned (0 to 65535), while an Int is signed (-32,768 to 32,767). Also, make sure the display formats in your I/O fields match the 'Int' data type.

Regarding option 2 for the HMI issue: upgrade the device to V16. It may take some time to update, but you'll get the latest features.

@[user_name]: Thanks for your help. When I tried 'Change device', I couldn’t locate that option. No worries—I started a new project and selected the right version. As for the tag table, I assumed 'Word' from [product_name] applied in [product_name] WinCC too, but I'll make adjustments in the future.

@[user_name]: Appreciate your willingness to help. I tried highlighting 'fit' and 'upgrade', but kept seeing the 'image mismatch' error.

What does this message mean exactly? Can’t you find the function? Right-click on 'HMI_1 [KTP700 Basic PN]' and a context menu will appear, where you can select 'Change device / version.'

I looked several times but couldn't find it. So, I started a new project and chose version 15.1. Out of curiosity, I checked the 'change' option and found I could edit it now. Not sure why, but my project works now, and that’s the most important thing. Thanks again for the advice.

I discovered something odd in [product_name]. After starting a new project with the correct HMI version (15.1), I reloaded my first project with errors. Now, I'm able to select 'change device / version.' It's not immediately obvious which version the HMI panel uses. Is upgrading to .ap16 recommended? Are there significant differences between versions?",Documentation Clarity || Product Compatibility || User Guidance,negative,3,version mismatch || unclear error messaging || insufficient guidance || upgrade difficulty || project deployment blocked || frustration,project load || version compatibility || error handling || HMI deployment || upgrade process,project transfer || clear troubleshooting || compatibility || guidance || seamless HMI integration,"The main challenge involves a version mismatch between the [product_name] V16 project and the HMI panel's current firmware, resulting in error messages when loading projects. The user feels unsure due to limited guidance, insufficient in-tool instructions, and generic tutorials that don't address the issue. This has led to frustration and doubts about the value of their purchase.","The user anticipates a smooth workflow for transferring and running projects built in [product_name] V16 on their HMI panel, along with clear instructions to resolve any version conflicts. Improved documentation and easier troubleshooting resources are also desired."
1014031971,4479534060,2025,Unsolved,question,train,"Hello, Is it possible to send payloads to the cloud using a format that represents numbers as plain integers? The available options only include bit, byte, word, or dword. For example, if I try to connect this directly to a device for visualization, a value like 10 is formatted as 000A. This means reading JSON data from an HMI or IoT app isn't practical.",Feature Requests || Integration Limitations,negative,4,limited data type options || hexadecimal encoding || cloud payload usability || integration difficulties,data formatting || cloud payload || JSON export || integer representation,interoperability || human-readable data || cloud integration || visualization,"The user encounters difficulties transmitting numerical data to the cloud in a straightforward integer format. Because the product restricts data types to bit, byte, word, or dword, numbers appear in hexadecimal rather than standard decimal, making integration with HMI or IoT applications less effective and harder to interpret.",The user wants an option to send numbers as conventional integers in the cloud payload for easier display and compatibility with external software and visualization tools.
1020039169,3055273936,2020,Solved,question,train,"Question: Are the M terminals internally connected to 0V within the [product_name] module, or do they need to be wired externally to 0V for the transistor outputs to function properly?

A new question posted by [user_name] has been moved to a separate discussion under the topic: Using [product_name] 24CE (transistor output) with expansion modules [product_name] DM8 12/24R (relay output). Best regards [user_name]

In response: The M output terminals are internally wired to the M terminals of the power supply.",Documentation Clarity || User Guidance,neutral,5,wiring ambiguity || installation uncertainty,transistor output wiring || M terminal connections,clear wiring instructions || correct output configuration || setup confidence,"The user sought clarification regarding whether the M terminals in the [product_name] module are connected internally to 0V or require external wiring for correct transistor output operation. Community responses resolved the user's uncertainty, emphasizing how essential detailed hardware wiring documentation and clear labeling are for user confidence and reliable system installation.","The user expects thorough documentation describing the wiring configuration of M terminals, with explicit information on whether internal connection to 0V exists or if additional external wiring is necessary for proper transistor function."
1025953043,1723880927,2020,Solved,question,train,"How can I set up a measurement to calculate the ratio between two analog signals in [product_name]? In other words, how do I divide one analog signal by another?

Thank you, I was able to figure it out myself. The floating point result was only achievable through a workaround—I had to multiply one value by 100 and display it with an offset for the decimal point. I still don't understand why this process has to be so complicated.

It's important to understand how [product_name] functions. It only works with integer numbers, ranging from -32,768 to 32,767, and does not support floating point values.",Documentation Clarity || Usability Improvement Suggestions,negative,4,no floating point support || complex workaround || poor documentation,analog input || numeric precision || floating point emulation || display formatting,precise analog measurement || ratio calculation || ease of use,"Users are attempting to divide analog signals using [product_name], but face difficulties due to the platform's restriction to integer values and lack of floating point support. Methods for displaying precise ratios rely on workarounds such as scaling and decimal point manipulation, which are not intuitive. Users unfamiliar with these numeric constraints find the process confusing and see a lack of clear documentation to guide them.","Users expect either direct support for floating point calculations, or at least comprehensive documentation with practical guidance and tools to accurately compute and display ratios between analog signals."
1026224160,1723880927,2010,Solved,question,test,"Hello everyone, I'm new to programming [product_name] or any other PLC, so please be patient with me. I'm trying to set up a pushbutton (using a pulse pushbutton) to start a contactor. Is it possible to use the same pushbutton (by pressing it again) to reset the contactor? I assume this would involve a latching relay or a similar mechanism, but I want to avoid issues in case the pushbutton is accidentally held down, causing the contactor to repeatedly turn on and off. Any advice or tips would be greatly appreciated. Thanks in advance.

Normally, a pulse logic relay needs two signals at its input to change state (on-off). Even a latch relay requires a reset input to return to the on state. So, if your pushbutton remains in contact, it's typically not an issue. However, if you want to avoid concerns, you could use a timer (delay on), which will reset the logic after a few seconds.

Hi [user_name], it appears your setup is functioning as intended. Thank you for your assistance. Best regards.",User Guidance,positive,5,accidental button hold || uncertain logic flow,pushbutton toggle || latching relay || pulse relay || delay timer,simple control || reliable toggle || safe operation,A user new to PLC and [product_name] programming wanted to control a contactor using a single pushbutton for both activation and reset. They were looking for a solution that also mitigates potential problems if the button remains pressed. Replies explained pulse and latch relay operation for [product_name] and suggested using a timer function to achieve reliable and safe control.,"The user expects to implement a single pushbutton in [product_name] logic that can both latch and reset a contactor reliably, even if the button is unintentionally held down."
1026333597,3055273936,2017,Solved,question,test,"Can someone assist me? My [product_name] display only shows three menu options: Setup, Network, and Diagnostics. I'm unsure how to perform a factory reset. Any support would be appreciated. Thank you.

Try checking the IP settings or your Ethernet cable. You can also start 'cmd' and use the 'ping' command for the device IP.

A factory reset can only be done with [product_name] [version_no] FS04. For the [product_name] [article_no] Standard, this feature is not available. The limited menu appears when the device is set to operator mode. To access administrator mode, you'll need to enter the password. Attached is an extract from [document] detailing the procedure.

Appreciate the assistance.

Thank you!",Usability Improvement Suggestions || User Guidance,neutral,5,missing factory reset || restricted menu || unclear options,factory reset || administrator mode || menu navigation,factory reset || full menu access,"Forum participants are unclear about whether a factory reset is possible on the [product_name] [article_no] module. The initial post expresses frustration over the limited menu and a perceived lack of factory reset options. Another user clarifies that factory reset is not offered for this hardware, and menu expansion requires switching to administrator mode, pointing out confusion about menu access and device capabilities.","The user expects an easy method to perform a factory reset directly from the device menu, with broader menu access. There is also an assumption that factory reset is a standard feature for this product."
1027115821,4479534060,2024,Solved,question,train,"Hello everyone. I have a [product_name] with article number [article_no], dated 4/24 and firmware version [version_no]. I'm using [product_name] programming software [version_no] on a Windows 10 Pro PC. I'm facing communication problems: ping from PC to [product_name] and back works fine, but when I try transferring data from PC to [product_name], the TEST function reports communication failure. This is the first time I’m experiencing this issue. Can anyone assist? Thank you.

Hello [user_name], Please continue writing your posts in English, as this is the preferred language in this forum. In English: Your [product_name] with article number [article_no] is the latest version [version_no]. For this device, you need the programming software at [version_no]. You can download the software upgrade and its installation instructions from [url].",Product Compatibility,neutral,4,software version mismatch || communication failure || transfer not possible,communication || program transfer || firmware-software compatibility,seamless transfer || successful communication || software-hardware compatibility,"The user is unable to transfer a program from their PC to the [product_name] device, even though network connectivity is confirmed. The failure occurs due to a mismatch in software versions—the device requires a newer version of the programming software than what the user has installed. Compatibility between device firmware and programming software versions is a key concern.","The user expects a smooth and successful transfer and communication between their PC, running the programming software, and the [product_name] device, without encountering compatibility problems."
1027271239,3055273936,2017,Unsolved,question,test,"Hello, I am working with a 0-10V vacuum sensor using an [product_name] analog input module. Most sensors I've encountered have a linear response, so I could process them with an 'Analog Amplifier' block. However, this sensor outputs in an exponential/logarithmic manner. The relationship between air pressure and output voltage of the sensor is: Voltage = 10 (Pressure - 5.5). Attached is the corresponding graph. How can I calculate pressure based on the voltage input? I understand that [product_name] can handle linear formulas using the 'Gain' and 'Offset' in the 'Analog Amplifier' block, but what about sensors like this? Thanks for your help.

Hello [user_name], I want to clarify that I am not an expert in [product_name]! To help you further, here is a discussion from a forum about managing non-linear sensors with [product_name] CPUs. Please review the proposed solutions: [url]. These mentioned CPUs have more memory and a larger instruction set compared to [product_name]. The only solution I've found on [product_name] is using a look-up table, and here's a relevant thread: [url]. Hope this assists you. Kind regards, [user_name]

Hello [user_name], Hello [user_name], Previously: [product_name] does not excel at complex calculations; it only uses fixed point arithmetic (16 bit integer), with no floating point support. In my view, the only viable approach is dividing the curve into several straight-line segments for processing. I valued the input from [user_name] regarding this topic, especially their post about CO2 calculations and implementing mathematical equations with [product_name] on 7/17/2009. [document]",Scalability Limitations,negative,4,functionality limitation || no floating point support || non-linear input processing || manual workaround,Analog Amplifier block || lookup table || piecewise linearization || fixed point arithmetic,non-linear analog input || pressure calculation || sensor compatibility || accurate measurement,"Users experience challenges with [product_name] when handling non-linear sensor input because of hardware limitations such as the absence of floating point arithmetic and a limited instruction set. Users expect that complex, non-linear mathematical operations could be processed natively, but currently must rely on manual workarounds like look-up tables or breaking down functions into linear segments, which can be cumbersome for those working with sensors that do not produce linear outputs.","Users hope that [product_name] devices can natively manage non-linear analog input relationships and allow direct computation for values like pressure from sensor voltage, paralleling the device's ability to handle linear formulas."
1033015788,1723880927,2011,Unsolved,question,test,"Can anybody confirm if [product_name] will run on Windows 7 64-bit Professional? Thanks [user_name]

Hello [user_name], Please refer to [url] for more details. Best regards, [user_name]

Hi, The current version of [product_name] V6 does not support Windows 7. Try the search function for additional discussions—there are many relevant results.

It's possible to run [product_name] in 'Windows XP Mode' on Windows 7. While 64-bit systems offer good performance and are popular among gamers, many companies don't provide 64-bit drivers or software for their products, which can lead to compatibility issues. Please share your outcome if you give it a try.

I've managed to run it without issues on my computer.

I'm using the latest version of [product_name] on my Windows 7 x64 system and haven't encountered any problems.

With Windows 7 64-bit Professional, the software works properly for me. On the field, I use a laptop with Windows XP Professional, though I haven't tried to load a [product_name] device using Windows 7.

Hi all, I had it working well on a HP laptop running Windows 7 64-bit Professional—the software performed perfectly. However, I eventually had to downgrade to XP Professional to install [product_name] and set up [product_name] ([version_no]). Sometimes we adjust our setups to accommodate [company_name] products.

Thank you all for your input. I now have [product_name] operating on Windows 7 Pro 64-bit, but only within a virtual machine running XP Pro. I couldn't get it to run on a laptop with Windows 7 Pro 32-bit, as the software would install but the drivers couldn't communicate with the hardware. If anyone has managed to get it working on 32-bit or directly on Windows 7, further advice would be appreciated. Thanks",Product Compatibility,neutral,4,driver issues || hardware communication || OS compatibility,installation on 64-bit OS || hardware driver communication || virtualization,compatibility || full functionality || seamless installation,"Community members are sharing experiences regarding the compatibility of [product_name] with Windows 7 64-bit Professional. While some users successfully run the software natively or by using virtual machines and XP Mode, there are still issues related to driver communication, particularly with hardware devices. The main challenge is achieving reliable software and driver compatibility with newer Windows versions in 64-bit environments.","Users hope that [product_name] can be installed and run smoothly on Windows 7 64-bit Professional, including full driver communication with hardware, without the need for workarounds or alternative operating systems."
1033819777,4479534060,2019,Solved,question,train,"Hello, I am working on a project using Node-RED to communicate with two [product_name] devices. One is the latest model ([article_no]) and the other is an older version ([article_no]). The new version operates correctly—I can read and write to its memory. However, I can't reach the older one. Is there a communication difference between the models? The new version supports Modbus/TCP; could this be the reason they behave differently? Regards, [user_name]

Not all [product_name] devices with article number [article_no] support Modbus TCP/IP. This depends on the firmware. If the firmware is earlier than [version_no], Modbus TCP/IP isn't available. You can check firmware via the software: Extras > Transfer > Show firmware version. If your [product_name] runs [version_no], it cannot use Modbus TCP/IP.

Node-RED is now communicating with both [product_name] devices. Instead of Modbus, I am using the Ethernet S7 protocol as described at [url]. Thanks, [user_name]",Integration Limitations || Product Compatibility,neutral,4,protocol incompatibility || firmware limitation || communication error || unclear documentation,Modbus TCP || Ethernet S7 Protocol || firmware version detection,seamless integration || multi-device compatibility || protocol support || device communication,"The main topic is compatibility between different [product_name] versions when linking with third-party automation solutions. Users found that hardware and especially firmware versions impact supported communication protocols, such as Modbus TCP/IP. Initial confusion about connectivity was resolved by learning about product restrictions and using alternative protocols.","User anticipates efficient communication with both [product_name] models via Node-RED, expecting similar protocol support like Modbus TCP. The goal is to read and write memory on both devices through a unified interface."
